0.204, 0.0839619
0.307, 0.429845
0.316, 0.603029
0.435, 0.809513
0.537, 0.917459
0.627, 0.948894
0.705, 1.04139
0.859, 1.08405
0.913, 1.33128
1.016, 1.26449
1.12, 1.16444
1.274, 1.41001
1.352, 1.42546
1.405, -1.74051
1.523, -3.49781
1.612, -6.60109
1.716, -11.1497
1.837, -14.9785
1.926, -19.0447
2.001, -22.9864
2.155, -27.9275
2.303, -31.2139
2.312, -33.3949
2.435, -35.5459
2.522, -38.9955
2.623, -40.2382
2.751, -40.4562
2.805, -31.4441
2.924, -26.2
3.062, -21.3228
3.116, -16.4603
3.27, -10.1583
3.374, -3.42948
3.401, 1.7684
3.519, 6.99229
3.608, 12.5158
3.762, 16.0807
3.866, 20.595
3.938, 23.4783
4.023, 25.1529
4.151, 26.6601
4.255, 28.1883
4.358, 28.7138
4.415, 29.1089
4.518, 29.3966
4.619, 29.6384
4.895, 30.1906
4.897, 29.954
4.905, 30.1619
5.058, 30.3018
5.162, 30.1404
5.27, 30.3965
5.369, 30.4396
5.426, 30.3698
5.511, 30.3659
5.604, 28.3894
5.758, 22.1878
5.812, 18.2427
5.928, 15.8691
6.019, 12.3966
6.173, 8.01231
6.277, 2.68061
6.354, -3.50973
6.411, -8.14731
6.514, -12.101
6.615, -16.1864
6.719, -19.3951
6.825, -22.2126
6.916, -25.479
7.004, -27.6423
7.158, -29.0341
7.262, -30.4879
7.365, -31.3898
7.422, -32.1972
7.525, -33.2006
7.611, -33.438
7.754, -33.5943
7.808, -33.7978
7.927, -33.5537
8.015, -33.4956
8.169, -33.3466
8.273, -33.2203
8.35, -33.2505
8.422, -33.1246
8.522, -31.8526
8.611, -27.3568
8.765, -21.8633
8.869, -16.6119
8.925, -14.1679
9, -10.6672
9.104, -6.84016
9.302, -3.19096
9.311, -0.28784
9.43, 2.1676
9.521, 4.61062
9.69, 6.82804
9.7, 9.00974
9.804, 11.1735
9.923, 12.7313
10.061, 14.0532
10.115, 14.5998
10.312, 14.9675
10.322, 14.6303
10.414, 14.8161
10.529, 14.9527
10.607, 14.8555
10.761, 15.0775
10.815, 15.2506
10.921, 15.2715
11.022, 15.238
11.15, 14.8808
11.297, 14.8223
11.307, 15.04
11.413, 15.0868
11.517, 15.4939
11.683, 16.6534
11.772, 17.145
11.817, 16.6305
11.903, 13.0252
12.007, 8.5422
12.161, 7.14833
12.308, 5.91072
12.368, 4.34091
12.437, 2.1694
12.51, 0.738901
12.619, -0.460538
12.707, -0.363709
12.86, -1.47864
12.927, -2.75033
13.068, -2.0308
13.172, -4.4328
13.276, -5.43875
13.353, -5.0753
13.422, -4.61902
13.522, -3.88513
13.636, -3.56461
13.768, -3.0099
13.872, -2.88158
13.915, -2.84824
14.053, -2.74123
14.157, -2.56233
14.261, -2.53088
14.314, -2.5969
14.436, -2.4203
14.524, -2.37912
14.646, -2.35173
14.753, -2.34078
14.857, -2.0151
14.91, -2.25288
15.064, -2.39307
15.168, -2.48696
15.272, -2.28677
15.375, -2.32988
15.403, -2.11529
15.521, -2.12578
15.631, -2.35321
15.764, -2.26724
15.817, -2.36911
