0.231, 1.57135
0.375, 1.4633
0.478, 1.45829
0.549, 1.54616
0.638, 1.39931
0.713, 1.68278
0.867, 1.37576
0.971, 1.70374
1.024, 1.4515
1.147, 1.60267
1.237, 1.50999
1.335, 1.41225
1.463, 1.58301
1.567, 1.39574
1.636, 1.69592
1.724, 1.44525
1.828, 1.58673
2.026, 1.44417
2.086, 1.55119
2.127, 1.5189
2.241, 1.46614
2.321, 1.71035
2.474, 1.41794
2.578, 1.13067
2.644, 1.51961
2.785, 1.90233
2.863, 1.06695
2.967, 1.80487
3.071, 1.02243
3.139, 1.34984
3.233, 1.65971
3.382, 1.11388
3.485, 1.53289
3.513, 1.25768
3.632, 1.24722
3.77, 1.58872
3.874, 1.49823
3.978, 1.46967
4.032, 1.36129
4.15, 1.47299
4.227, 1.43663
4.367, 1.43916
4.47, 1.37651
4.574, 1.56237
4.643, 1.40868
4.781, 1.52171
4.885, 1.38486
5.007, 1.49319
5.067, 1.43996
5.137, 1.49743
5.227, 1.50856
5.328, 1.65674
5.431, 1.47827
5.549, 1.29177
5.628, 1.4359
5.766, 1.52341
5.87, 1.77768
6.018, 1.57541
6.027, 1.55833
6.146, 1.38744
6.265, 1.67611
6.313, 1.62048
6.416, 1.64046
6.52, 1.60433
6.639, 1.54542
6.727, 1.75403
6.882, 1.59504
6.985, 1.62499
7.038, 1.52879
7.134, 1.51492
7.231, 1.65085
7.374, 1.6225
7.427, 1.63592
7.531, 1.57967
7.653, 1.59623
7.763, 1.73535
7.866, 1.71274
7.97, 1.67837
8.074, 1.65266
8.13, 1.645
8.261, 1.67929
8.385, 1.67793
8.463, 1.62646
8.566, 1.70969
8.62, 1.69251
8.774, 1.65253
8.827, 1.77802
8.981, 1.68818
9.084, 1.7636
9.126, 1.73379
9.258, 1.67901
9.385, 1.67086
9.423, 1.70414
9.527, 1.68517
9.633, 1.67639
9.734, 1.64726
9.813, 1.65565
10.01, 1.56831
10.019, 1.78654
10.138, 1.7467
10.256, 1.74268
10.331, 1.86739
10.434, 1.71016
10.541, 1.75415
10.616, 1.65915
10.77, 1.64493
10.873, 1.69739
11.021, 1.69872
11.03, 1.80649
11.149, 1.68651
11.254, 1.77185
11.348, 1.67273
11.469, 1.76273
11.523, 1.66262
11.642, 1.68222
11.73, 1.67373
11.884, 1.65036
12.006, 1.66747
12.016, 1.6303
12.134, 1.6859
12.26, 1.6197
12.327, 1.62476
12.48, 1.6534
12.584, 1.68505
12.656, 1.67007
12.715, 1.66146
12.819, 1.69057
13.017, 1.70274
13.077, 1.71618
13.133, 1.69621
13.249, 1.68817
13.387, 1.70653
13.465, 1.63451
13.569, 1.74757
13.623, 1.60113
13.726, 1.70703
13.88, 1.58058
13.984, 1.70769
14.088, 1.56043
14.115, 1.67099
14.256, 1.58583
14.373, 1.65955
14.426, 1.58631
14.58, 1.66637
14.652, 1.60783
14.762, 1.66922
14.865, 1.60074
15.013, 1.71173
15.023, 1.6035
15.129, 1.73548
15.245, 1.60524
15.333, 1.75399
15.437, 1.60694
15.515, 1.74961
15.619, 1.61653
15.722, 1.70835
15.876, 1.59692
15.98, 1.67644
16.084, 1.62391
16.14, 1.63866
16.251, 1.59114
16.369, 1.64376
16.473, 1.58136
16.576, 1.64945
16.645, 1.547
16.733, 1.66398
16.887, 1.56269
16.991, 1.6924
17.068, 1.57532
17.14, 1.67637
17.248, 1.61337
17.38, 1.69094
17.483, 1.67247
17.587, 1.65938
17.63, 1.66852
17.718, 1.65513
17.872, 1.69642
17.976, 1.63351
18.08, 1.66278
18.148, 1.64502
18.25, 1.62535
18.391, 1.6316
18.468, 1.60876
18.522, 1.63081
18.641, 1.59223
18.779, 1.6174
18.833, 1.60851
18.987, 1.60365
19.065, 1.63589
19.136, 1.58615
19.247, 1.66044
19.376, 1.52451
19.479, 1.52376
